loan_id,funded_amount,funded_date,duration years,duration months,10 yr treasury index date funded,interest rate,payments,total past payments,loan balance,property value,purpose,firstname,middlename,lastname,employment length,quarter,months remain,year
LL0000257,1098500,2018-12-11,15,180,2.89,0.04189,8229.91,12,999741.14,1237800,commerical property,Jaylah,Evie,Leon,10,2018Q4,168,2018
LL0000777,1100000,2012-07-10,30,360,1.53,0.03129,4714.52,89,680407.33,1236550,commerical property,Hayden,Alivia,Peters,10,2012Q3,271,2012
LL0001265,1190000,2017-08-20,30,360,2.1939,0.03793,5540.15,28,1034875.76,1233200,investment property,Nayeli,Michaela,Maxwell,15,2017Q3,332,2017
LL0001221,1130000,2017-09-07,30,360,2.0387,0.03638,5161.65,27,990635.41,1232300,commerical property,Jayden,Abigail,Koch,15,2017Q3,333,2017
LL0000230,1160000,2016-01-28,30,360,2.0,0.03599,5273.23,47,912157.99,1231700,commerical property,Theodore,Blake,Fisher,10,2016Q1,313,2016
LL0000763,968500,2012-03-12,30,360,2.04,0.03639,4424.49,93,557022.25,1231050,investment property,Lucille,Selena,Valdez,7,2012Q1,267,2012
LL0000531,1111500,2013-06-23,30,360,2.52,0.04119,5383.01,78,691625.39,1230650,home,Enzo,Dominick,Chase,14,2013Q2,282,2013
LL0000899,1100000,2012-12-14,30,360,1.72,0.03319,4829.02,84,694361.9,1228700,commerical property,Kayden,Asher,Driver,2,2012Q4,276,2012
LL0001444,1040000,2016-04-14,30,360,1.8,0.03399,4611.63,44,837088.36,1227850,investment property,Jackson,Logan,Jackson,9,2016Q2,316,2016
LL0000670,975000,2012-09-26,30,360,1.64,0.03239,4237.38,87,606348.15,1227650,investment property,Steven,Amari,Starnes,6,2012Q3,273,2012
LL0000715,1014000,2018-03-19,30,360,2.85,0.04449,5107.11,21,906750.74,1226650,commerical property,Maisie,Elizabeth,Lin,10,2018Q1,339,2018
LL0001278,1190000,2018-01-18,15,180,2.62,0.03919,8754.06,23,988656.59,1225650,commerical property,Zander,Cody,Velasquez,9,2018Q1,157,2018
LL0000681,1100000,2013-02-13,30,360,2.05,0.03649,5031.44,82,687422.33,1225650,home,Alexander,Legend,Miller,6,2013Q1,278,2013
LL0000689,1170000,2017-01-10,30,360,2.3757,0.03975,5568.91,35,975088.18,1224300,home,Josiah,Julian,Silverman,3,2017Q1,325,2017
LL0001550,900000,2012-03-11,30,360,2.04,0.03639,4111.56,93,517625.22,1222600,commerical property,Chase,Nicholas,Jolly,1,2012Q1,267,2012
LL0000536,1140000,2015-08-07,15,180,2.18,0.03479,8137.91,52,716828.7,1220400,commerical property,Jordan,Josiah,Rogers,3,2015Q3,128,2015
LL0000385,1150000,2019-07-23,30,360,2.08,0.03679,5279.6,5,1123601.98,1218100,commerical property,Louis,Rafael,Estrada,3,2019Q3,355,2019
LL0001503,1210000,2019-09-25,30,360,1.73,0.03329,5318.6,3,1194044.19,1214900,commerical property,Jemma,Harper,Smith,6,2019Q3,357,2019
LL0000931,1160000,2017-03-02,30,360,2.4779,0.04077,5589.64,33,975542.04,1211750,investment property,Everett,Stephen,Rapp,9,2017Q1,327,2017
LL0000630,923000,2014-01-18,15,180,2.84,0.04139,6891.79,71,433682.88,1211700,investment property,Levi,Ryan,Campbell,5,2014Q1,109,2014
LL0001338,1085500,2013-04-01,30,360,1.86,0.03459,4849.57,81,692684.78,1208800,home,Axel,Greyson,Chow,11,2013Q2,279,2013
LL0000680,1140000,2016-04-16,30,360,1.76,0.03359,5029.81,44,918688.55,1207750,investment property,Robert,Jordan,Cooper,13,2016Q2,316,2016
LL0001261,1202500,2019-11-11,30,360,1.94,0.03539,5425.98,1,1197074.02,1205050,commerical property,Emily,Elizabeth,Garrison,16,2019Q4,359,2019
LL0000729,1170000,2018-02-11,30,360,2.83,0.04429,5878.96,22,1040662.83,1204450,investment property,Dean,Caden,Conner,16,2018Q1,338,2018
LL0000954,1130000,2015-12-05,15,180,2.28,0.03579,8122.08,48,740140.05,1204400,commerical property,Genesis,Harper,Reed,14,2015Q4,132,2015
LL0000492,1001000,2012-02-28,30,360,1.94,0.03539,4516.76,94,576424.79,1204200,home,Derek,Brady,Pope,5,2012Q1,266,2012
LL0000618,1100000,2017-12-14,15,180,2.35,0.03649,7944.44,24,909333.4,1197400,home,Logan,Elijah,Hernandez,2,2017Q4,156,2017
LL0000894,1028500,2014-02-15,30,360,2.75,0.04349,5119.39,70,670142.8,1195800,investment property,Leighton,Jazlyn,French,14,2014Q1,290,2014
LL0001459,925000,2015-01-26,30,360,1.83,0.03429,4117.09,59,682091.7,1195050,investment property,Amari,Lukas,Summers,6,2015Q1,301,2015
LL0000834,1100000,2018-02-21,15,180,2.94,0.04239,8268.94,22,918083.32,1193950,home,Kaiden,Eric,Burns,16,2018Q1,158,2018
LL0001365,929500,2012-10-09,30,360,1.74,0.03339,4090.78,86,577692.55,1181500,commerical property,Anne,Adelina,Roberson,16,2012Q4,274,2012
LL0001332,863500,2012-10-14,30,360,1.69,0.03289,3776.51,86,538719.78,1175250,investment property,Maverick,Oscar,Dunn,3,2012Q4,274,2012
LL0001727,1160000,2019-04-02,30,360,2.48,0.04079,5590.98,8,1115272.17,1173700,commerical property,Elliot,Marshall,Coburn,7,2019Q2,352,2019
LL0000345,1170000,2019-11-01,30,360,1.73,0.03329,5142.78,2,1159714.44,1173050,home,Anastasia,Juliet,Willis,15,2019Q4,358,2019
LL0000091,1020500,2018-07-16,30,360,2.85,0.04449,5139.85,17,933122.63,1167200,investment property,Audrey,Ava,Green,18,2018Q3,343,2018
LL0000616,1157000,2019-07-03,30,360,1.96,0.03559,5233.63,5,1130831.87,1166100,investment property,Amiya,Abigail,York,18,2019Q3,355,2019
LL0001161,925000,2016-09-21,30,360,1.6511,0.0325,4025.66,39,767999.32,1164850,home,Weston,Micah,Hummel,8,2016Q3,321,2016
LL0000478,860000,2013-03-15,30,360,2.01,0.03609,3914.3,81,542941.66,1164150,commerical property,Chase,Tucker,Alley,6,2013Q1,279,2013
LL0000171,1001000,2014-05-25,30,360,2.54,0.04139,4859.49,67,675414.22,1163350,home,Sophia,Emma,Horn,3,2014Q2,293,2014
LL0000756,863500,2013-06-18,30,360,2.2,0.03799,4023.05,78,549702.09,1162900,home,Grady,Walker,Delacruz,14,2013Q2,282,2013
LL0001667,891000,2012-01-12,30,360,1.94,0.03539,4020.41,95,509060.99,1156550,investment property,Stephen,Simon,Briggs,18,2012Q1,265,2012
LL0000309,897000,2015-09-06,30,360,2.13,0.03729,4143.47,51,685683.27,1155900,home,Miguel,Keegan,Weinstein,7,2015Q3,309,2015
LL0000232,830000,2012-01-17,30,360,1.87,0.03469,3712.72,95,477291.31,1155300,investment property,Charlie,Hope,Johnston,10,2012Q1,265,2012
LL0000829,875000,2014-07-27,30,360,2.48,0.04079,4217.33,65,600873.33,1154200,home,Connor,Thomas,Flores,5,2014Q3,295,2014
LL0000505,1001000,2018-11-04,30,360,3.22,0.04819,5263.4,13,932575.77,1142150,investment property,Marcus,Andre,Creech,3,2018Q4,347,2018
LL0001134,890500,2012-10-24,30,360,1.8,0.03399,3948.71,86,550911.23,1141750,home,Wesley,Garrett,Manning,8,2012Q4,274,2012
LL0000980,946000,2012-08-01,30,360,1.56,0.03159,4069.95,89,583774.19,1141450,home,Eric,Alex,Washington,2,2012Q3,271,2012
LL0000503,895000,2013-02-11,30,360,1.99,0.03589,4063.55,82,561789.24,1140750,home,Greyson,Myles,Parnell,1,2013Q1,278,2013
LL0000146,920000,2017-12-09,30,360,2.38,0.03979,4381.09,24,814853.84,1137650,investment property,Jordan,Nina,Walters,16,2017Q4,336,2017
LL0000441,890500,2016-05-15,30,360,1.71,0.03309,3904.41,43,722610.53,1136800,investment property,Abigail,Isabella,Gates,15,2016Q2,317,2016
LL0000475,1066000,2016-04-27,30,360,1.87,0.03469,4768.39,44,856190.89,1133200,investment property,Sydney,Harper,Stevens,5,2016Q2,316,2016
LL0000867,830500,2013-05-01,15,180,1.66,0.02959,5718.92,80,372986.54,1132300,home,Hunter,Nathan,Ramirez,8,2013Q2,100,2013
LL0000352,968000,2017-08-03,15,180,2.2212,0.0352,6929.57,28,773971.92,1132050,investment property,Madeleine,Ainsley,Caldwell,7,2017Q3,152,2017
LL0000312,877500,2016-01-02,30,360,2.27,0.03869,4123.32,47,683703.99,1130500,investment property,Maddox,Alex,Sherman,7,2016Q1,313,2016
LL0001246,951500,2013-08-01,30,360,2.74,0.04339,4730.52,77,587250.19,1128700,investment property,Silas,Israel,Salter,9,2013Q3,283,2013
LL0001244,968000,2014-07-06,30,360,2.65,0.04249,4761.41,65,658508.25,1128250,investment property,Phoebe,Catalina,Sandoval,10,2014Q3,295,2014
LL0000968,885000,2016-09-19,15,180,1.7118,0.03011,6116.33,39,646463.11,1124950,home,Jace,Avery,Barth,11,2016Q3,141,2016
LL0001623,1120000,2019-12-25,30,360,1.9,0.03499,5028.68,0,1120000.0,1120350,investment property,Marley,Dakota,Chapman,1,2019Q4,360,2019
LL0001557,1053000,2016-05-10,30,360,1.77,0.03369,4651.78,43,852973.61,1119550,investment property,Elliott,Cruz,Harms,3,2016Q2,317,2016
LL0000626,995500,2016-08-09,30,360,1.55,0.03149,4277.49,40,824400.48,1117500,commerical property,Johnny,Phoenix,Byrd,14,2016Q3,320,2016
LL0000488,903500,2014-12-03,30,360,2.29,0.03889,4255.83,60,648150.17,1116250,home,Camila,Harper,Campbell,16,2014Q4,300,2014
LL0001553,803000,2012-10-15,30,360,1.7,0.03299,3516.34,86,500594.92,1114700,investment property,Ali,Barrett,Nash,16,2012Q4,274,2012
LL0000295,913000,2015-07-27,30,360,2.23,0.03829,4269.28,53,686728.32,1113950,commerical property,Charles,Nathan,Atkinson,17,2015Q3,307,2015
LL0001652,786500,2012-02-01,30,360,1.87,0.03469,3518.14,95,452276.65,1111050,investment property,Raelyn,Daphne,Graves,11,2012Q1,265,2012
LL0001310,1098500,2019-05-23,30,360,2.31,0.03909,5186.94,7,1062191.41,1109650,home,Griffin,Emanuel,Salmon,6,2019Q2,353,2019
LL0000563,863500,2013-02-18,30,360,2.01,0.03609,3930.23,82,541221.07,1108900,investment property,Braylon,Malik,Ware,13,2013Q1,278,2013
LL0000402,871000,2016-11-11,30,360,2.1501,0.03749,4033.24,37,721770.02,1108300,commerical property,Valeria,Vanessa,Holmes,6,2016Q4,323,2016
LL0001422,855000,2012-09-14,30,360,1.88,0.03479,3829.32,87,521849.47,1108250,investment property,Lucas,Aiden,Acosta,16,2012Q3,273,2012
LL0000643,902000,2015-06-14,30,360,2.39,0.03989,4300.57,54,669769.34,1105100,home,Elias,Zachary,Sutton,2,2015Q2,306,2015
LL0000926,902000,2019-02-19,15,180,2.65,0.03949,6648.96,10,835510.44,1097800,commerical property,Lincoln,Robert,Bell,5,2019Q1,170,2019
LL0001326,895000,2019-02-24,30,360,2.65,0.04249,4402.34,10,850976.62,1090550,home,Alexander,William,Griffith,17,2019Q1,350,2019
LL0001456,830000,2015-09-07,30,360,2.13,0.03729,3833.98,51,634467.24,1088850,investment property,Gavin,Adrian,Trevino,15,2015Q3,309,2015
LL0000347,825000,2012-02-25,30,360,1.98,0.03579,3741.1,94,473337.01,1088350,home,Cheyenne,Skye,Thornton,12,2012Q1,266,2012
LL0000595,803000,2014-06-15,30,360,2.6,0.04199,3926.34,66,543861.61,1084300,commerical property,Celeste,Gloria,Lang,17,2014Q2,294,2014
LL0000960,905000,2016-11-11,30,360,2.1501,0.03749,4190.68,37,749944.74,1082300,commerical property,Cameron,Jaxon,Phelps,14,2016Q4,323,2016
LL0000779,855000,2017-07-25,30,360,2.3354,0.03935,4049.93,29,737552.14,1079500,home,Eli,Hunter,Rosales,10,2017Q3,331,2017
LL0001672,902000,2016-12-02,30,360,2.3831,0.03982,4296.93,36,747310.49,1078250,investment property,Easton,Iker,Nagel,8,2016Q4,324,2016
LL0000422,929500,2015-03-01,15,180,2.0,0.03299,6553.46,58,549399.04,1077850,investment property,Keegan,Peyton,Clayton,13,2015Q1,122,2015
LL0000266,925000,2018-04-05,30,360,2.83,0.04429,4647.9,20,832042.05,1076800,investment property,Jeffrey,Ismael,Troyer,7,2018Q2,340,2018
LL0000803,871000,2012-03-27,30,360,2.2,0.03799,4057.99,93,493606.68,1072800,home,Tiffany,Rebekah,Marsh,16,2012Q1,267,2012
LL0000424,896500,2013-11-12,30,360,2.8,0.04399,4488.79,73,568818.18,1068550,home,Kaylin,Emily,Atkins,9,2013Q4,287,2013
LL0000253,905000,2017-09-03,30,360,2.1657,0.03765,4198.9,27,791629.62,1067500,investment property,Maverick,Colin,Deleon,13,2017Q3,333,2017
LL0001646,923000,2018-09-27,30,360,3.06,0.04659,4764.31,15,851535.38,1066050,investment property,Evie,Kaliyah,Patrick,2,2018Q3,345,2018
LL0000937,1007500,2016-12-13,30,360,2.4713,0.0407,4850.71,36,832874.57,1063200,commerical property,Lucas,Jacob,Johnson,16,2016Q4,324,2016
LL0001407,792000,2015-01-19,30,360,1.83,0.03429,3525.12,59,584017.98,1062400,home,Johanna,Charley,Summers,17,2015Q1,301,2015
LL0000744,979000,2018-09-28,30,360,3.05,0.04649,5047.5,15,903287.54,1062000,investment property,Sean,Dante,Seay,15,2018Q3,345,2018
LL0000471,847000,2018-02-02,30,360,2.84,0.04439,4260.98,22,753258.44,1061900,home,Jaxson,Parker,Lambert,13,2018Q1,338,2018
LL0001204,910000,2018-04-10,30,360,2.8,0.04399,4556.39,20,818872.26,1061550,commerical property,Noah,Kade,Jones,1,2018Q2,340,2018
LL0000163,874500,2016-06-12,30,360,1.64,0.03239,3800.6,42,714874.73,1059400,investment property,Adrianna,Haven,Stanley,1,2016Q2,318,2016
LL0000340,918500,2018-12-21,30,360,2.79,0.04389,4593.52,12,863377.73,1057300,commerical property,Leo,Kevin,Rhodes,7,2018Q4,348,2018
LL0000357,845000,2015-03-27,15,180,1.95,0.03249,5937.14,57,506583.0,1052050,home,Aiden,Benjamin,Thomas,4,2015Q1,123,2015
LL0000252,907500,2012-04-09,30,360,2.06,0.03659,4156.05,92,525143.27,1048650,commerical property,Adam,Aidan,Reardon,8,2012Q2,268,2012
LL0001313,819500,2017-06-01,30,360,2.2114,0.03811,3823.65,31,700966.73,1046700,home,Madilyn,Lana,Becker,2,2017Q2,329,2017
LL0000106,830000,2018-02-01,15,180,2.78,0.04079,6172.32,23,688036.64,1044950,home,Wyatt,Gabriel,Farrell,15,2018Q1,157,2018
LL0001259,800000,2013-04-10,30,360,1.84,0.03439,3565.17,80,514786.21,1042850,home,Sage,Sierra,Bowen,13,2013Q2,280,2013
LL0000767,923000,2016-10-12,30,360,1.7692,0.03368,4076.97,38,768075.05,1041800,investment property,Isaac,Oliver,York,2,2016Q4,322,2016
LL0000465,840000,2012-05-01,30,360,1.98,0.03579,3809.12,92,489561.37,1040050,investment property,Nolan,Colton,Dozier,16,2012Q2,268,2012
LL0001289,945000,2014-11-20,30,360,2.34,0.03939,4478.4,61,671817.31,1038400,investment property,Finn,Maximus,Norton,2,2014Q4,299,2014
LL0000365,900000,2015-09-27,30,360,2.17,0.03769,4177.75,51,686934.78,1037850,commerical property,Hector,Troy,Powers,6,2015Q3,309,2015
LL0000438,995500,2017-09-08,30,360,2.0507,0.0365,4554.01,27,872541.73,1037750,home,Troy,Milo,Wilkinson,6,2017Q3,333,2017
LL0001602,838500,2015-09-13,30,360,2.2,0.03799,3906.58,51,639264.67,1037050,investment property,Justin,Miles,Alexander,1,2015Q3,309,2015
LL0000344,744000,2013-11-10,15,180,2.77,0.04069,5529.04,73,340380.14,1036150,home,Emma,Dylan,Smith,15,2013Q4,107,2013
LL0001065,962000,2015-12-28,30,360,2.24,0.03839,4503.89,48,745813.08,1035250,home,Luke,Kaiden,Barger,10,2015Q4,312,2015
LL0001132,825500,2018-05-19,30,360,3.06,0.04659,4261.04,19,744540.32,1035100,commerical property,Milan,Elizabeth,Brown,6,2018Q2,341,2018
LL0000865,797500,2013-08-02,30,360,2.63,0.04229,3913.42,76,500079.9,1034650,commerical property,Jayceon,Noel,Pool,15,2013Q3,284,2013
LL0000644,819000,2014-10-12,30,360,2.31,0.03909,3867.19,62,579234.43,1034350,home,Kenzie,Madilyn,Wong,4,2014Q4,298,2014
LL0001059,840000,2016-01-24,30,360,2.07,0.03669,3851.66,47,658971.81,1031900,home,Robert,Thomas,Redding,1,2016Q1,313,2016
LL0000678,841500,2016-02-26,30,360,1.76,0.03359,3712.79,46,670711.62,1031750,home,Ryan,Hayden,Gannon,16,2016Q1,314,2016
LL0001077,724000,2013-01-04,15,180,1.93,0.03229,5079.94,83,302365.34,1031650,commerical property,Gregory,Kyrie,Boyer,12,2013Q1,97,2013
LL0000828,890000,2018-11-06,30,360,3.22,0.04819,4679.75,13,829163.27,1031050,commerical property,Carlos,Charlie,Durbin,10,2018Q4,347,2018
LL0001699,885500,2018-08-11,30,360,2.87,0.04469,4470.4,16,813973.56,1030900,investment property,Bryan,King,Fox,11,2018Q3,344,2018
LL0001292,800000,2017-06-01,15,180,2.2114,0.03511,5723.38,31,622575.13,1027200,investment property,Jamie,Charleigh,Pham,15,2017Q2,149,2017
LL0000147,945000,2018-11-17,30,360,3.08,0.04679,4889.21,13,881440.32,1025500,investment property,Bridget,Evie,Carson,9,2018Q4,347,2018
LL0001342,830000,2012-08-07,30,360,1.66,0.03259,3616.31,88,511764.41,1025150,investment property,Savannah,Isabella,Baker,17,2012Q3,272,2012
LL0001174,775000,2012-12-19,30,360,1.82,0.03419,3445.15,84,485607.44,1023450,commerical property,August,Karter,Buchanan,17,2012Q4,276,2012
LL0000196,951500,2019-06-08,30,360,2.09,0.03689,4373.67,6,925257.95,1021850,investment property,Angel,Graham,Oliveira,8,2019Q2,354,2019
LL0000727,850000,2017-03-08,30,360,2.5597,0.04159,4136.33,33,713501.08,1021450,investment property,Gabriella,Emily,Stewart,10,2017Q1,327,2017
LL0001295,955500,2016-05-27,30,360,1.85,0.03449,4263.47,43,772170.94,1021200,home,Carson,Cooper,Monahan,18,2016Q2,317,2016
LL0000153,935000,2018-08-15,30,360,2.86,0.04459,4714.76,16,859563.89,1020200,commerical property,Christopher,Jayden,Hillman,13,2018Q3,344,2018
LL0000697,741000,2014-08-11,30,360,2.44,0.04039,3554.33,64,513522.99,1019450,investment property,Elaina,Lia,Guerrero,9,2014Q3,296,2014
LL0001491,988000,2018-04-28,30,360,2.96,0.04559,5040.75,20,887185.08,1018650,home,Cataleya,Brylee,Duran,9,2018Q2,340,2018
LL0000929,841500,2013-08-04,30,360,2.63,0.04229,4129.34,76,527670.51,1018550,investment property,Georgia,Gabriela,Guzman,16,2013Q3,284,2013
LL0001587,871000,2015-04-13,30,360,1.94,0.03539,3930.17,56,650910.72,1017200,home,James,Max,Sepulveda,7,2015Q2,304,2015
LL0001275,793000,2017-08-14,15,180,2.2185,0.03518,5676.03,28,634071.14,1016500,commerical property,Rylan,Charlie,Burnett,7,2017Q3,152,2017
LL0000721,696000,2012-04-23,30,360,1.96,0.03559,3148.32,92,406354.71,1016450,home,Tristan,Ryder,Coleman,8,2012Q2,268,2012
LL0001604,708000,2012-12-24,30,360,1.79,0.03389,3135.53,84,444615.44,1016200,home,Sebastian,Timothy,Strange,18,2012Q4,276,2012
LL0001135,884000,2019-05-11,30,360,2.47,0.04069,4255.59,7,854210.86,1015750,investment property,Silas,Martin,Reese,7,2019Q2,353,2019
LL0001140,890000,2019-09-26,30,360,1.7,0.03299,3897.31,3,878308.07,1014850,commerical property,Perla,Emily,Russo,6,2019Q3,357,2019
LL0001715,753500,2012-05-03,30,360,1.96,0.03559,3408.42,91,443334.1,1013450,commerical property,Fernando,Travis,Serrano,1,2012Q2,269,2012
LL0000364,815000,2019-01-05,30,360,2.67,0.04269,4018.38,11,770797.81,1013050,home,Ryan,Karen,Kramer,5,2019Q1,349,2019
LL0000236,805000,2015-03-28,30,360,1.95,0.03549,3636.86,57,597698.74,1012000,commerical property,Camden,Lorenzo,Dove,11,2015Q1,303,2015
LL0000404,808500,2012-03-09,15,180,2.04,0.03339,5716.11,93,276901.38,1011200,commerical property,Xander,Dean,Ray,14,2012Q1,87,2012
LL0001567,808500,2012-05-08,15,180,1.88,0.03179,5653.22,91,294057.07,1008200,commerical property,Miranda,Amanda,Banks,7,2012Q2,89,2012
LL0000173,808500,2019-01-07,15,180,2.7,0.03999,5979.97,11,742720.31,1006450,home,Antonio,Ryker,Hunter,9,2019Q1,169,2019
LL0001279,820000,2019-09-14,30,360,1.9,0.03499,3681.71,3,808954.87,1005450,investment property,Anderson,Kolton,Garvin,14,2019Q3,357,2019
LL0000985,786500,2014-09-20,30,360,2.59,0.04189,3841.07,63,544512.45,1002950,commerical property,Miah,Ava,Dalton,6,2014Q3,297,2014
LL0000392,780000,2014-06-23,15,180,2.63,0.03929,5741.85,66,401037.71,1000900,commerical property,Ava,Olivia,Jefferson,4,2014Q2,114,2014
LL0000627,734500,2015-05-20,15,180,2.26,0.03559,5272.12,55,444533.45,998850,home,Peyton,Travis,Schultz,12,2015Q2,125,2015
LL0000696,799500,2019-03-12,30,360,2.61,0.04209,3913.89,9,764274.96,994250,home,Francesca,Kassidy,Hodges,4,2019Q1,351,2019
LL0001301,942500,2017-04-06,30,360,2.3408,0.0394,4467.1,32,799552.85,992500,investment property,Remington,Madison,Boyer,11,2017Q2,328,2017
LL0001532,845000,2015-04-16,30,360,1.9,0.03499,3793.96,56,632538.47,991050,home,Ruben,Beckham,Baxter,2,2015Q2,304,2015
LL0000990,785000,2018-08-26,15,180,2.82,0.04119,5853.47,16,691344.42,989650,home,Kingston,Giovanni,Webster,12,2018Q3,164,2018
LL0000808,773500,2018-01-22,15,180,2.66,0.03959,5705.61,23,642271.05,988950,commerical property,Gavin,Jase,Mena,16,2018Q1,157,2018
LL0001286,741000,2016-04-12,30,360,1.79,0.03389,3281.68,44,596606.16,988950,commerical property,Breanna,Mia,Smith,11,2016Q2,316,2016
LL0000722,852500,2019-02-20,30,360,2.65,0.04249,4193.29,10,810567.11,988250,home,Valentina,Olivia,Griffin,13,2019Q1,350,2019
LL0001118,864500,2019-10-18,30,360,1.76,0.03359,3814.27,2,856871.46,988250,home,Anthony,Eric,Unger,7,2019Q4,358,2019
LL0001133,742500,2013-02-16,30,360,2.01,0.03609,3379.5,82,465381.18,988000,commerical property,Michael,Peyton,Moss,15,2013Q1,278,2013
LL0001242,780000,2018-07-10,15,180,2.87,0.04169,5835.85,17,680790.61,987000,home,Quinn,Landen,Camacho,6,2018Q3,163,2018
LL0000090,790000,2012-07-20,30,360,1.49,0.03089,3368.71,89,490184.68,986050,home,Allie,Ruth,Burton,10,2012Q3,271,2012
LL0000247,840000,2012-01-14,30,360,1.89,0.03489,3766.82,95,482152.16,985450,home,Selena,Allyson,Jennings,13,2012Q1,265,2012
LL0000070,664000,2012-04-05,30,360,2.19,0.03789,3089.8,92,379738.37,985350,home,Amir,Graham,Patton,18,2012Q2,268,2012
LL0000920,780000,2015-05-11,30,360,2.28,0.03879,3669.63,55,578170.12,984800,home,Samuel,Elijah,Horvath,5,2015Q2,305,2015
LL0001255,759000,2014-04-07,30,360,2.71,0.04309,3760.09,68,503314.12,983750,home,Jesus,Abel,Ruiz,7,2014Q2,292,2014
LL0000840,940000,2017-08-27,30,360,2.1659,0.03765,4361.29,28,817883.84,982850,commerical property,Kai,Conner,Dykes,5,2017Q3,332,2017
LL0001549,874500,2017-06-25,30,360,2.1423,0.03741,4045.48,30,753135.57,980500,investment property,Rosalie,Amiyah,Little,16,2017Q2,330,2017
LL0000551,770000,2018-05-02,30,360,2.97,0.04569,3933.11,19,695270.93,980450,investment property,Addison,Bethany,Harris,13,2018Q2,341,2018
LL0000411,655000,2012-02-04,30,360,1.97,0.03569,2966.53,94,376146.28,979400,commerical property,Blake,Bentley,Perry,15,2012Q1,266,2012
LL0001225,793000,2019-08-28,30,360,1.47,0.03069,3372.9,4,779508.39,979300,home,Kori,Amelia,Hutchinson,3,2019Q3,356,2019
LL0001638,851500,2019-08-19,30,360,1.6,0.03199,3681.99,4,836772.04,978250,investment property,Isaiah,Landon,Torres,3,2019Q3,356,2019
LL0000273,851500,2016-07-03,30,360,1.46,0.03059,3617.11,41,703198.49,975350,investment property,Finley,Andy,Vaughn,16,2016Q3,319,2016
LL0001192,780000,2019-03-01,30,360,2.76,0.04359,3887.07,10,741129.32,975300,investment property,Sean,Elliot,Perkins,1,2019Q1,350,2019
LL0001141,799500,2013-09-01,30,360,2.78,0.04379,3993.67,76,495980.92,975150,home,Nicholas,Charles,London,12,2013Q3,284,2013
LL0000335,950000,2018-08-25,30,360,2.82,0.04419,4767.9,16,873713.65,974700,commerical property,Adriel,Esteban,Saldivar,9,2018Q3,344,2018
LL0000525,692000,2014-06-08,15,180,2.6,0.03899,5083.69,66,356476.69,973650,investment property,Shane,Arthur,Ortega,7,2014Q2,114,2014
LL0000512,760000,2018-04-02,30,360,2.73,0.04329,3773.98,20,684520.48,971950,investment property,Louis,Theo,Bearden,9,2018Q2,340,2018
LL0001072,825000,2012-03-01,30,360,2.03,0.03629,3764.28,94,471157.6,968100,commerical property,Alex,Titus,Curry,10,2012Q1,266,2012
LL0000065,740000,2014-04-26,30,360,2.68,0.04279,3652.93,68,491600.8,963800,home,Hudson,Eli,Gates,2,2014Q2,292,2014
LL0001529,668000,2013-10-02,15,180,2.63,0.03929,4917.38,74,304113.75,962100,commerical property,Jaxson,Tyler,Myers,1,2013Q4,106,2013
LL0000192,874500,2018-06-28,30,360,2.84,0.04439,4399.32,18,795312.18,962100,home,Cameron,Zariah,Fuentes,17,2018Q2,342,2018
LL0001239,838500,2019-12-06,30,360,1.84,0.03439,3736.75,0,838500.0,959800,commerical property,Eliana,Ava,Simmons,17,2019Q4,360,2019
LL0000554,700000,2015-09-11,30,360,2.2,0.03799,3261.3,51,533673.55,958650,investment property,Joel,Timothy,Hubbard,10,2015Q3,309,2015
LL0000410,728000,2017-04-04,30,360,2.3605,0.0396,3458.82,32,617317.88,958100,home,Noah,Roberto,Moran,16,2017Q2,328,2017
LL0000943,855000,2017-09-19,30,360,2.2446,0.03844,4005.38,27,746854.71,956700,home,Jaxson,Mark,Newcomb,2,2017Q3,333,2017
LL0001180,845000,2014-01-22,30,360,2.87,0.04469,4265.94,71,542118.23,953500,home,Lincoln,Jesse,Oswald,14,2014Q1,289,2014
LL0000103,704000,2016-04-02,30,360,1.79,0.03389,3117.82,44,566816.11,952450,commerical property,Micah,Blake,Brower,7,2016Q2,316,2016
LL0000838,792000,2017-10-15,30,360,2.273,0.03872,3722.92,26,695204.11,952400,commerical property,Cristian,Cash,Day,9,2017Q4,334,2017
LL0000425,790000,2017-09-06,30,360,2.1046,0.03704,3638.02,27,691773.38,952350,home,Ivanna,Sophia,Heath,8,2017Q3,333,2017
LL0001719,907500,2017-07-21,30,360,2.2375,0.03837,4247.7,29,784316.7,952200,home,Victor,Josue,Wiles,1,2017Q3,331,2017
LL0000793,649000,2013-04-21,30,360,1.73,0.03329,2852.7,80,420783.62,951300,investment property,Nathan,Emmanuel,Mckinnon,13,2013Q2,280,2013
LL0000658,915000,2018-04-05,30,360,2.83,0.04429,4597.65,20,823047.0,946800,home,Charley,Hayley,Burnett,18,2018Q2,340,2018
LL0000768,847000,2017-11-01,30,360,2.3721,0.03971,4029.56,26,742231.45,946550,home,Waylon,Thiago,Diggs,7,2017Q4,334,2017
LL0001584,638000,2013-01-23,30,360,1.86,0.03459,2850.32,83,401423.16,944700,commerical property,Ashton,Silas,Molina,3,2013Q1,277,2013
LL0000623,830000,2013-10-22,30,360,2.54,0.04139,4029.35,74,531828.34,943100,investment property,Emmalynn,Emma,Jones,9,2013Q4,286,2013
